company,location,us_state,country,continent,total_laid_off,date_layoffs,pct_workforce,industry,stage,funds_raised_mil,year,layoff_year,layoff_month,layoff_quarter,company_size_category,department,severance_weeks,ai_related,reason,data_source
OneTrust,Atlanta,Georgia,United States,North America,150,2020-04-09,10.0,Legal,Series B,410.0,2020,2020,2020-04,2020-Q2,Mid-size (100-999),,,,,main
Yelp,San Francisco,California,United States,North America,1000,2020-04-09,17.0,Consumer,Post-IPO,56.0,2020,2020,2020-04,2020-Q2,"Large (1,000-4,999)",,,,,main
Atsu,Seattle,Washington,United States,North America,6,2020-04-10,100.0,Infrastructure,Unknown,1.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Frontdesk,Milwaukee,Wisconsin,United States,North America,35,2020-04-10,16.0,Travel,Unknown,3.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
NuoDB,Boston,Massachusetts,United States,North America,20,2020-04-10,29.0,Data,Unknown,85.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Rhumbix,San Francisco,California,United States,North America,16,2020-04-10,27.0,Construction,Series B,35.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Ibotta,Denver,Colorado,United States,North America,87,2020-04-07,15.0,E-Commerce,Series D,85.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Lending Club,San Francisco,California,United States,North America,460,2020-04-21,30.0,Finance,Post-IPO,392.0,2020,2020,2020-04,2020-Q2,Mid-size (100-999),,,,,main
Magic Leap,Miami,Florida,United States,North America,1000,2020-04-22,50.0,Consumer,Series E,2600.0,2020,2020,2020-04,2020-Q2,"Large (1,000-4,999)",,,,,main
When I Work,Minneapolis,Minnesota,United States,North America,55,2020-04-22,35.0,HR,Series B,24.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Sisense,New York City,New York,United States,North America,80,2020-04-23,9.0,Data,Series F,274.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Zenefits,San Francisco,California,United States,North America,87,2020-04-23,15.0,HR,Series C,583.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Airbnb,San Francisco,California,United States,North America,1900,2020-05-05,25.0,Travel,Private Equity,5400.0,2020,2020,2020-05,2020-Q2,"Large (1,000-4,999)",,,,,main
Andela,New York City,New York,United States,North America,135,2020-05-05,10.0,HR,Series D,181.0,2020,2020,2020-05,2020-Q2,Mid-size (100-999),,,,,main
Juul,San Francisco,California,United States,North America,900,2020-05-05,30.0,Consumer,Unknown,1500.0,2020,2020,2020-05,2020-Q2,Mid-size (100-999),,,,,main
Stack Overflow,New York City,New York,United States,North America,40,2020-05-05,15.0,HR,Series D,68.0,2020,2020,2020-05,2020-Q2,Small (<100),,,,,main
Workable,Boston,Massachusetts,United States,North America,25,2020-05-05,10.0,HR,Series C,84.0,2020,2020,2020-05,2020-Q2,Small (<100),,,,,main
Segment,San Francisco,California,United States,North America,50,2020-05-06,10.0,Data,Series D,283.0,2020,2020,2020-05,2020-Q2,Small (<100),,,,,main
Flywire,Boston,Massachusetts,United States,North America,60,2020-05-07,12.0,Finance,Series E,263.0,2020,2020,2020-05,2020-Q2,Small (<100),,,,,main
Glassdoor,San Francisco,California,United States,North America,300,2020-05-07,30.0,HR,Acquired,204.0,2020,2020,2020-05,2020-Q2,Mid-size (100-999),,,,,main
Tally,San Francisco,California,United States,North America,28,2020-05-07,23.0,Finance,Series C,92.0,2020,2020,2020-05,2020-Q2,Small (<100),,,,,main
N26,New York City,New York,United States,North America,9,2020-05-08,1.0,Finance,Series D,782.0,2020,2020,2020-05,2020-Q2,Small (<100),,,,,main
Cadre,New York City,New York,United States,North America,28,2020-05-11,25.0,Real Estate,Series C,133.0,2020,2020,2020-05,2020-Q2,Small (<100),,,,,main
Hireology,Chicago,Illinois,United States,North America,36,2020-05-12,17.0,HR,Series D,52.0,2020,2020,2020-05,2020-Q2,Small (<100),,,,,main
Mixpanel,San Francisco,California,United States,North America,65,2020-05-12,19.0,Data,Series B,77.0,2020,2020,2020-05,2020-Q2,Small (<100),,,,,main
Brex,San Francisco,California,United States,North America,62,2020-05-29,15.0,Finance,Series C,732.0,2020,2020,2020-05,2020-Q2,Small (<100),,,,,main
Loftium,Seattle,Washington,United States,North America,32,2020-05-29,60.0,Real Estate,Series A,17.0,2020,2020,2020-05,2020-Q2,Small (<100),,,,,main
CrowdStreet,Portland,Oregon,United States,North America,24,2020-06-01,22.0,Real Estate,Series C,24.0,2020,2020,2020-06,2020-Q2,Small (<100),,,,,main
Descartes Labs,Santa Fe,New Mexico,United States,North America,12,2020-06-02,16.0,Data,Series B,58.0,2020,2020,2020-06,2020-Q2,Small (<100),,,,,main
Fundbox,San Francisco,California,United States,North America,14,2020-06-02,15.0,Finance,Series C,453.0,2020,2020,2020-06,2020-Q2,Small (<100),,,,,main
Credit Sesame,Mountain View,California,United States,North America,22,2020-06-03,14.0,Finance,Series F,120.0,2020,2020,2020-06,2020-Q2,Small (<100),,,,,main
Builder,Los Angeles,California,United States,North America,39,2020-06-04,14.0,Product,Series A,29.0,2020,2020,2020-06,2020-Q2,Small (<100),,,,,main
Lastline,Redwood City,California,United States,North America,50,2020-06-04,40.0,Security,Series C,52.0,2020,2020,2020-06,2020-Q2,Small (<100),,,,,main
Ethos Life,San Francisco,California,United States,North America,18,2020-06-05,14.0,Finance,Series C,106.0,2020,2020,2020-06,2020-Q2,Small (<100),,,,,main
SynapseFI,San Francisco,California,United States,North America,63,2020-06-12,48.0,Finance,Series B,50.0,2020,2020,2020-06,2020-Q2,Small (<100),,,,,main
Mozilla,San Francisco,California,United States,North America,250,2020-08-11,25.0,Consumer,Unknown,2.0,2020,2020,2020-08,2020-Q3,Mid-size (100-999),,,,,main
SaleSan Francisco Bay Areaorce,San Francisco,California,United States,North America,1000,2020-08-26,2.0,Sales,Post-IPO,65.0,2020,2020,2020-08,2020-Q3,"Large (1,000-4,999)",,,,,main
NS8,Las Vegas,Nevada,United States,North America,240,2020-09-11,95.0,Data,Series A,158.0,2020,2020,2020-09,2020-Q3,Mid-size (100-999),,,,,main
Knotel,New York City,New York,United States,North America,20,2020-10-29,8.0,Real Estate,Series C,560.0,2020,2020,2020-10,2020-Q4,Small (<100),,,,,main
Dropbox,San Francisco,California,United States,North America,315,2021-01-13,15.0,Other,Post-IPO,1700.0,2021,2021,2021-01,2021-Q1,Mid-size (100-999),,,,,main
Postmates,San Francisco,California,United States,North America,180,2021-01-23,15.0,Food,Acquired,763.0,2021,2021,2021-01,2021-Q1,Mid-size (100-999),,,,,main
New Relic,San Francisco,California,United States,North America,160,2021-04-06,7.0,Infrastructure,Post-IPO,215.0,2021,2021,2021-04,2021-Q2,Mid-size (100-999),,,,,main
Katerra,Menlo Park,California,United States,North America,2434,2021-06-01,100.0,Construction,Unknown,1600.0,2021,2021,2021-06,2021-Q2,"Large (1,000-4,999)",,,,,main
Flockjay,San Francisco,California,United States,North America,37,2021-08-24,50.0,Education,Series A,14.0,2021,2021,2021-08,2021-Q3,Small (<100),,,,,main
Treehouse,Portland,Oregon,United States,North America,41,2021-09-14,90.0,Education,Series B,12.0,2021,2021,2021-09,2021-Q3,Small (<100),,,,,main
Better.com,New York City,New York,United States,North America,3000,2022-03-08,33.0,Real Estate,Unknown,905.0,2022,2022,2022-03,2022-Q1,"Large (1,000-4,999)",,,,,main
Knock,New York City,New York,United States,North America,115,2022-03-15,46.0,Real Estate,Unknown,654.0,2022,2022,2022-03,2022-Q1,Mid-size (100-999),,,,,main
Gopuff,Philadelphia,Pennsylvania,United States,North America,450,2022-03-29,3.0,Food,Series H,3400.0,2022,2022,2022-03,2022-Q1,Mid-size (100-999),,,,,main
Food52,New York City,New York,United States,North America,20,2022-04-08,10.0,Food,Acquired,176.0,2022,2022,2022-04,2022-Q2,Small (<100),,,,,main
Blend,San Francisco,California,United States,North America,200,2022-04-19,10.0,Finance,Post-IPO,665.0,2022,2022,2022-04,2022-Q2,Mid-size (100-999),,,,,main
Robinhood,Menlo Park,California,United States,North America,340,2022-04-26,9.0,Finance,Post-IPO,5600.0,2022,2022,2022-04,2022-Q2,Mid-size (100-999),,,,,main
Domestika,Berkeley,California,United States,North America,150,2022-04-28,19.0,Education,Series D,130.0,2022,2022,2022-04,2022-Q2,Mid-size (100-999),,,,,main
Cameo,Chicago,Illinois,United States,North America,87,2022-05-04,25.0,Consumer,Unknown,165.0,2022,2022,2022-05,2022-Q2,Small (<100),,,,,main
Mainstreet,San Francisco,California,United States,North America,45,2022-05-04,30.0,Finance,Series A,64.0,2022,2022,2022-05,2022-Q2,Small (<100),,,,,main
Mural,San Francisco,California,United States,North America,90,2022-05-05,10.0,Product,Series C,192.0,2022,2022,2022-05,2022-Q2,Small (<100),,,,,main
On Deck,San Francisco,California,United States,North America,72,2022-05-05,25.0,Education,Series A,20.0,2022,2022,2022-05,2022-Q2,Small (<100),,,,,main
Doma,Huntington Beach,California,United States,North America,310,2022-05-10,15.0,Finance,Post-IPO,679.0,2022,2022,2022-05,2022-Q2,Mid-size (100-999),,,,,main
Latch,New York City,New York,United States,North America,30,2022-05-10,6.0,Security,Post-IPO,342.0,2022,2022,2022-05,2022-Q2,Small (<100),,,,,main
DataRobot,Boston,Massachusetts,United States,North America,70,2022-05-11,7.0,Data,Series G,1000.0,2022,2022,2022-05,2022-Q2,Small (<100),,,,,main
BookClub,Salt Lake City,Utah,United States,North America,12,2022-05-31,25.0,Education,Series A,26.0,2022,2022,2022-05,2022-Q2,Small (<100),,,,,main
Tomo,Stamford,Connecticut,United States,North America,44,2022-05-31,33.0,Finance,Series A,110.0,2022,2022,2022-05,2022-Q2,Small (<100),,,,,main
Cybereason,Boston,Massachusetts,United States,North America,100,2022-06-01,6.0,Security,Series F,750.0,2022,2022,2022-06,2022-Q2,Mid-size (100-999),,,,,main
Loom,San Francisco,California,United States,North America,34,2022-06-01,14.0,Product,Series C,203.0,2022,2022,2022-06,2022-Q2,Small (<100),,,,,main
Gather,Palo Alto,California,United States,North America,30,2022-06-02,33.0,Consumer,Series B,76.0,2022,2022,2022-06,2022-Q2,Small (<100),,,,,main
IRL,Berkeley,California,United States,North America,25,2022-06-02,25.0,Consumer,Series C,197.0,2022,2022,2022-06,2022-Q2,Small (<100),,,,,main
PolicyGenius,New York City,New York,United States,North America,170,2022-06-02,25.0,Finance,Series E,286.0,2022,2022,2022-06,2022-Q2,Mid-size (100-999),,,,,main
Food52,New York City,New York,United States,North America,21,2022-06-03,15.0,Food,Acquired,176.0,2022,2022,2022-06,2022-Q2,Small (<100),,,,,main
Superhuman,San Francisco,California,United States,North America,23,2022-06-03,22.0,Consumer,Series C,108.0,2022,2022,2022-06,2022-Q2,Small (<100),,,,,main
Dutchie,Bend,Oregon,United States,North America,50,2022-06-06,7.0,Other,Series D,603.0,2022,2022,2022-06,2022-Q2,Small (<100),,,,,main
IronNet,Washington DC,District of Columbia,United States,North America,90,2022-06-22,35.0,Security,Post-IPO,410.0,2022,2022,2022-06,2022-Q2,Small (<100),,,,,main
MasterClass,San Francisco,California,United States,North America,120,2022-06-22,20.0,Education,Series E,461.0,2022,2022,2022-06,2022-Q2,Mid-size (100-999),,,,,main
Lunchbox,New York City,New York,United States,North America,60,2022-07-21,33.0,Food,Series B,72.0,2022,2022,2022-07,2022-Q3,Small (<100),,,,,main
WHOOP,Boston,Massachusetts,United States,North America,95,2022-07-21,15.0,Fitness,Series F,404.0,2022,2022,2022-07,2022-Q3,Small (<100),,,,,main
Dover,San Jose,California,United States,North America,23,2022-07-26,30.0,HR,Series A,22.0,2022,2022,2022-07,2022-Q3,Small (<100),,,,,main
Snap,Los Angeles,California,United States,North America,1280,2022-08-31,20.0,Consumer,Post-IPO,4900.0,2022,2022,2022-08,2022-Q3,"Large (1,000-4,999)",,,,,main
Demandbase,San Francisco,California,United States,North America,27,2022-09-07,3.0,Sales,Series H,143.0,2022,2022,2022-09,2022-Q3,Small (<100),,,,,main
Intercom,San Francisco,California,United States,North America,49,2022-09-07,5.0,Support,Series D,240.0,2022,2022,2022-09,2022-Q3,Small (<100),,,,,main
Pendo,Raleigh,North Carolina,United States,North America,45,2022-09-07,5.0,Product,Series F,469.0,2022,2022,2022-09,2022-Q3,Small (<100),,,,,main
Built In,Chicago,Illinois,United States,North America,50,2022-10-05,25.0,HR,Series C,29.0,2022,2022,2022-10,2022-Q4,Small (<100),,,,,main
Impossible Foods,Redwood City,California,United States,North America,50,2022-10-06,6.0,Food,Series H,1900.0,2022,2022,2022-10,2022-Q4,Small (<100),,,,,main
Peloton,New York City,New York,United States,North America,500,2022-10-06,12.0,Fitness,Post-IPO,1900.0,2022,2022,2022-10,2022-Q4,Mid-size (100-999),,,,,main
Pavilion Data,San Jose,California,United States,North America,96,2022-10-10,96.0,Infrastructure,Series D,103.0,2022,2022,2022-10,2022-Q4,Small (<100),,,,,main
Brex,San Francisco,California,United States,North America,136,2022-10-11,11.0,Finance,Series D,1500.0,2022,2022,2022-10,2022-Q4,Mid-size (100-999),,,,,main
Pacaso,San Francisco,California,United States,North America,100,2022-10-11,30.0,Real Estate,Series C,217.0,2022,2022,2022-10,2022-Q4,Mid-size (100-999),,,,,main
Udacity,Mountain View,California,United States,North America,55,2022-10-11,13.0,Education,Unknown,235.0,2022,2022,2022-10,2022-Q4,Small (<100),,,,,main
6sense,San Francisco,California,United States,North America,150,2022-10-12,10.0,Sales,Series E,426.0,2022,2022,2022-10,2022-Q4,Mid-size (100-999),,,,,main
Playdots,New York City,New York,United States,North America,65,2022-10-13,100.0,Consumer,Acquired,10.0,2022,2022,2022-10,2022-Q4,Small (<100),,,,,main
Beyond Meat,Los Angeles,California,United States,North America,200,2022-10-14,19.0,Food,Post-IPO,122.0,2022,2022,2022-10,2022-Q4,Mid-size (100-999),,,,,main
AtoB,San Francisco,California,United States,North America,32,2022-10-19,30.0,Finance,Series B,177.0,2022,2022,2022-10,2022-Q4,Small (<100),,,,,main
Gopuff,Philadelphia,Pennsylvania,United States,North America,250,2022-10-19,1.9,Food,Series H,3400.0,2022,2022,2022-10,2022-Q4,Mid-size (100-999),,,,,main
Loom,San Francisco,California,United States,North America,23,2022-10-20,11.0,Product,Series C,203.0,2022,2022,2022-10,2022-Q4,Small (<100),,,,,main
Fifth Season,Pittsburgh,Pennsylvania,United States,North America,100,2022-10-28,100.0,Food,Series B,35.0,2022,2022,2022-10,2022-Q4,Mid-size (100-999),,,,,main
Equitybee,Palo Alto,California,United States,North America,25,2022-10-31,20.0,Finance,Series B,85.0,2022,2022,2022-10,2022-Q4,Small (<100),,,,,main
EquityZen,New York City,New York,United States,North America,30,2022-10-31,27.0,Finance,Series B,11.0,2022,2022,2022-10,2022-Q4,Small (<100),,,,,main
Gem,San Francisco,California,United States,North America,100,2022-11-01,33.0,HR,Series C,148.0,2022,2022,2022-11,2022-Q4,Mid-size (100-999),,,,,main
Upstart,San Mateo,California,United States,North America,140,2022-11-01,7.0,Finance,Post-IPO,144.0,2022,2022,2022-11,2022-Q4,Mid-size (100-999),,,,,main
Chargebee,North Bethesda,California,United States,North America,142,2022-11-02,10.0,Finance,Series H,468.0,2022,2022,2022-11,2022-Q4,Mid-size (100-999),,,,,main
Chime,San Francisco,California,United States,North America,156,2022-11-02,12.0,Finance,Series G,2300.0,2022,2022,2022-11,2022-Q4,Mid-size (100-999),,,,,main
Iron Ox,Gilroy,California,United States,North America,50,2022-11-02,50.0,Food,Series C,103.0,2022,2022,2022-11,2022-Q4,Small (<100),,,,,main
Opendoor,San Francisco,California,United States,North America,550,2022-11-02,18.0,Real Estate,Post-IPO,,2022,2022,2022-11,2022-Q4,Mid-size (100-999),,,,,main
Stripe,San Francisco,California,United States,North America,1000,2022-11-03,14.0,Finance,Series H,2300.0,2022,2022,2022-11,2022-Q4,"Large (1,000-4,999)",,,,,main
Twitter,San Francisco,California,United States,North America,3700,2022-11-04,50.0,Consumer,Post-IPO,12900.0,2022,2022,2022-11,2022-Q4,"Large (1,000-4,999)",,,,,main
Bridgit,Waterloo,Ontario,Canada,North America,13,2022-12-06,13.0,Construction,Series B,36.0,2022,2022,2022-12,2022-Q4,Small (<100),,,,,main
Varonis,New York City,New York,United States,North America,110,2022-11-06,5.0,Security,Post-IPO,30.0,2022,2022,2022-11,2022-Q4,Mid-size (100-999),,,,,main
SaleSan Francisco Bay Areaorce,San Francisco,California,United States,North America,1000,2022-11-07,1.0,Sales,Post-IPO,65.0,2022,2022,2022-11,2022-Q4,"Large (1,000-4,999)",,,,,main
Zendesk,San Francisco,California,United States,North America,350,2022-11-07,5.0,Support,Acquired,85.0,2022,2022,2022-11,2022-Q4,Mid-size (100-999),,,,,main
OwnBackup,New York City,New York,United States,North America,170,2022-11-15,17.0,Security,Series E,507.0,2022,2022,2022-11,2022-Q4,Mid-size (100-999),,,,,main
UiPath,New York City,New York,United States,North America,241,2022-11-15,6.0,Data,Post-IPO,,2022,2022,2022-11,2022-Q4,Mid-size (100-999),,,,,main
Cisco,San Jose,California,United States,North America,4100,2022-11-16,5.0,Infrastructure,Post-IPO,2.0,2022,2022,2022-11,2022-Q4,"Large (1,000-4,999)",,,,,main
Lokalise,Dover,Ohio,United States,North America,76,2022-11-16,23.0,Other,Series B,56.0,2022,2022,2022-11,2022-Q4,Small (<100),,,,,main
Similarweb,New York City,New York,United States,North America,120,2022-11-16,10.0,Other,Post-IPO,235.0,2022,2022,2022-11,2022-Q4,Mid-size (100-999),,,,,main
Capitolis,New York City,New York,United States,North America,37,2022-11-17,25.0,Finance,Series D,281.0,2022,2022,2022-11,2022-Q4,Small (<100),,,,,main
Doma,Huntington Beach,California,United States,North America,515,2022-12-06,40.0,Finance,Post-IPO,679.0,2022,2022,2022-12,2022-Q4,Mid-size (100-999),,,,,main
Stash,New York City,New York,United States,North America,32,2022-12-06,8.0,Finance,Unknown,480.0,2022,2022,2022-12,2022-Q4,Small (<100),,,,,main
Houzz,Palo Alto,California,United States,North America,95,2022-12-07,8.0,Consumer,Series E,613.0,2022,2022,2022-12,2022-Q4,Small (<100),,,,,main
Lev,New York City,New York,United States,North America,30,2022-12-07,30.0,Real Estate,Series B,114.0,2022,2022,2022-12,2022-Q4,Small (<100),,,,,main
Lithic,New York City,New York,United States,North America,27,2022-12-07,18.0,Finance,Series C,115.0,2022,2022,2022-12,2022-Q4,Small (<100),,,,,main
Plaid,San Francisco,California,United States,North America,260,2022-12-07,20.0,Finance,Series D,734.0,2022,2022,2022-12,2022-Q4,Mid-size (100-999),,,,,main
Relativity,Chicago,Illinois,United States,North America,150,2022-12-07,10.0,Legal,Private Equity,125.0,2022,2022,2022-12,2022-Q4,Mid-size (100-999),,,,,main
Airtable,San Francisco,California,United States,North America,254,2022-12-08,20.0,Product,Series F,1400.0,2022,2022,2022-12,2022-Q4,Mid-size (100-999),,,,,main
Armis,San Francisco,California,United States,North America,25,2022-12-08,4.0,Security,Private Equity,537.0,2022,2022,2022-12,2022-Q4,Small (<100),,,,,main
